Pers.Livre	Cluster 0	Cluster 1	Cluster 2	Cluster 3	Cluster 4	Cluster 5	Total Personnage
zeltner_contes. Koli	[1.0, 0.0168]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	33
zeltner_contes. marchands	[1.0, 0.0061]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	12
zeltner_contes. chef	[1.0, 0.0036]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	7
zeltner_contes. assistants	[1.0, 0.002]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	4
zeltner_contes. meremarchand	[1.0, 0.0005]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	1
zeltner_contes. marchand	[1.0, 0.0026]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	5
zeltner_contes. vxpere	[1.0, 0.0026]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	5
zeltner_contes. sofas	[1.0, 0.0005]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	1
zeltner_contes. roi	[1.0, 0.0015]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	3
Total	[0.9964, 1.0]	[0.0005, 1.0]	[0.0005, 1.0]	[0.001, 1.0]	[0.001, 1.0]	[0.0005, 1.0]	1967
