Pers.Livre	Cluster 0	Cluster 1	Cluster 2	Cluster 3	Cluster 4	Cluster 5	Total Personnage
merimee_carmen. pers12	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0126]	[0.0, 0.0]	[0.0, 0.0]	5
merimee_carmen. pers13	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0101]	[0.0, 0.0]	[0.0, 0.0]	4
merimee_carmen. pers15	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0126]	[0.0, 0.0]	[0.0, 0.0]	5
merimee_carmen. pers16	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.005]	[0.0, 0.0]	[0.0, 0.0]	2
merimee_venusdille. _	[0.0, 0.0]	[0.0, 0.0]	[0.7151, 0.3083]	[0.2849, 0.1231]	[0.0, 0.0]	[0.0, 0.0]	172
merimee_venusdille. pers1	[0.0, 0.0]	[0.0, 0.0]	[0.6885, 0.1053]	[0.3115, 0.0477]	[0.0, 0.0]	[0.0, 0.0]	61
merimee_venusdille. pers2	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.093]	[0.0, 0.0]	[0.0, 0.0]	37
merimee_venusdille. pers3	[0.0, 0.0]	[0.0, 0.0]	[0.6429, 0.0902]	[0.3571, 0.0503]	[0.0, 0.0]	[0.0, 0.0]	56
merimee_venusdille. pers4	[0.0, 0.0]	[0.0, 0.0]	[0.2, 0.0025]	[0.8, 0.0101]	[0.0, 0.0]	[0.0, 0.0]	5
merimee_venusdille. pers5	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0126]	[0.0, 0.0]	[0.0, 0.0]	5
merimee_venusdille. pers6	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0101]	[0.0, 0.0]	[0.0, 0.0]	4
merimee_venusdille. pers7	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0652]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	26
merimee_venusdille. pers8	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.01]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	4
merimee_venusdille. pers10	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.01]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	4
merimee_venusdille. pers11	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0201]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	8
merimee_venusdille. pers12	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.005]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	2
merimee_venusdille. pers13	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.005]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	2
zeltner_contes. _	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.198]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	79
zeltner_contes. mere	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0025]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	1
zeltner_contes. Koli	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0827]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	33
zeltner_contes. marchands	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0301]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	12
zeltner_contes. chef	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0175]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	7
zeltner_contes. assistants	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.01]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	4
zeltner_contes. meremarchand	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0025]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	1
zeltner_contes. marchand	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0125]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	5
zeltner_contes. vxpere	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0125]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	5
zeltner_contes. sofas	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0025]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	1
zeltner_contes. roi	[0.0, 0.0]	[0.0, 0.0]	[1.0, 0.0075]	[0.0, 0.0]	[0.0, 0.0]	[0.0, 0.0]	3
Total	[0.2003, 1.0]	[0.1973, 1.0]	[0.2028, 1.0]	[0.2023, 1.0]	[0.001, 1.0]	[0.1962, 1.0]	1967
